t, x, y, u, v
3913.0, 540551,-6.45607e+06,7810.22,640.884
3914.0, 548361,-6.45543e+06,7809.43,650.347
3915.0, 556170,-6.45478e+06,7808.63,659.81
3916.0, 563979,-6.45412e+06,7807.81,669.271
3917.0, 571787,-6.45345e+06,7806.98,678.732
3918.0, 579594,-6.45277e+06,7806.15,688.191
3919.0, 587400,-6.45208e+06,7805.3,697.649
3920.0, 595205,-6.45138e+06,7804.43,707.106
3921.0, 603009,-6.45068e+06,7803.56,716.562
3922.0, 610813,-6.44996e+06,7802.68,726.017
3923.0, 618616,-6.44923e+06,7801.78,735.471
3924.0, 626417,-6.4485e+06,7800.88,744.924
3925.0, 634218,-6.44775e+06,7799.96,754.375
3926.0, 642018,-6.447e+06,7799.03,763.826
3927.0, 649817,-6.44624e+06,7798.09,773.275
3928.0, 657615,-6.44546e+06,7797.14,782.723
3929.0, 665413,-6.44468e+06,7796.17,792.169
3930.0, 673209,-6.44389e+06,7795.2,801.615
3931.0, 681004,-6.44309e+06,7794.21,811.059
3932.0, 688798,-6.44228e+06,7793.21,820.502
3933.0, 696591,-6.44145e+06,7792.2,829.944
3934.0, 704384,-6.44062e+06,7791.18,839.385
3935.0, 712175,-6.43979e+06,7790.15,848.824
3936.0, 719965,-6.43894e+06,7789.1,858.262
3937.0, 727754,-6.43808e+06,7788.05,867.698
3938.0, 735542,-6.43721e+06,7786.98,877.134
3939.0, 743329,-6.43633e+06,7785.91,886.567
3940.0, 751115,-6.43545e+06,7784.82,896
3941.0, 758900,-6.43455e+06,7783.72,905.431
3942.0, 766683,-6.43365e+06,7782.6,914.861
3943.0, 774466,-6.43273e+06,7781.48,924.289
3944.0, 782248,-6.43181e+06,7780.34,933.716
3945.0, 790028,-6.43087e+06,7779.2,943.142
3946.0, 797807,-6.42993e+06,7778.04,952.566
3947.0, 805585,-6.42898e+06,7776.87,961.989
3948.0, 813362,-6.42802e+06,7775.69,971.41
3949.0, 821138,-6.42704e+06,7774.5,980.829
3950.0, 828912,-6.42606e+06,7773.3,990.248
3951.0, 836685,-6.42507e+06,7772.08,999.664
3952.0, 844458,-6.42407e+06,7770.85,1009.08
3953.0, 852228,-6.42306e+06,7769.62,1018.49
3954.0, 859998,-6.42205e+06,7768.37,1027.91
3955.0, 867766,-6.42102e+06,7767.11,1037.32
3956.0, 875534,-6.41998e+06,7765.84,1046.72
3957.0, 883299,-6.41893e+06,7764.55,1056.13
3958.0, 891064,-6.41788e+06,7763.26,1065.54
3959.0, 898827,-6.41681e+06,7761.95,1074.94
3960.0, 906589,-6.41574e+06,7760.64,1084.34
3961.0, 914350,-6.41465e+06,7759.31,1093.74
3962.0, 922109,-6.41356e+06,7757.97,1103.14
3963.0, 929867,-6.41246e+06,7756.62,1112.54
3964.0, 937624,-6.41134e+06,7755.26,1121.94
3965.0, 945379,-6.41022e+06,7753.88,1131.33
3966.0, 953133,-6.40909e+06,7752.5,1140.72
3967.0, 960885,-6.40795e+06,7751.1,1150.11
3968.0, 968636,-6.4068e+06,7749.69,1159.5
3969.0, 976386,-6.40564e+06,7748.27,1168.89
3970.0, 984134,-6.40447e+06,7746.84,1178.28
3971.0, 991881,-6.40329e+06,7745.4,1187.66
3972.0, 999627,-6.4021e+06,7743.95,1197.04
3973.0, 1.00737e+06,-6.40091e+06,7742.48,1206.42
3974.0, 1.01511e+06,-6.3997e+06,7741.01,1215.8
3975.0, 1.02285e+06,-6.39849e+06,7739.52,1225.18
3976.0, 1.03059e+06,-6.39726e+06,7738.02,1234.55
3977.0, 1.03833e+06,-6.39603e+06,7736.51,1243.92
3978.0, 1.04607e+06,-6.39478e+06,7734.99,1253.29
3979.0, 1.0538e+06,-6.39353e+06,7733.46,1262.66
3980.0, 1.06154e+06,-6.39227e+06,7731.91,1272.03
3981.0, 1.06927e+06,-6.39099e+06,7730.36,1281.39
3982.0, 1.077e+06,-6.38971e+06,7728.79,1290.76
3983.0, 1.08473e+06,-6.38842e+06,7727.21,1300.12
3984.0, 1.09245e+06,-6.38712e+06,7725.62,1309.48
3985.0, 1.10018e+06,-6.38581e+06,7724.02,1318.83
3986.0, 1.1079e+06,-6.38449e+06,7722.41,1328.19
3987.0, 1.11563e+06,-6.38316e+06,7720.79,1337.54
3988.0, 1.12335e+06,-6.38183e+06,7719.15,1346.89
3989.0, 1.13107e+06,-6.38048e+06,7717.51,1356.24
3990.0, 1.13878e+06,-6.37912e+06,7715.85,1365.59
3991.0, 1.1465e+06,-6.37776e+06,7714.18,1374.93
3992.0, 1.15421e+06,-6.37638e+06,7712.5,1384.28
3993.0, 1.16193e+06,-6.375e+06,7710.81,1393.62
3994.0, 1.16964e+06,-6.37361e+06,7709.11,1402.96
3995.0, 1.17735e+06,-6.3722e+06,7707.4,1412.29
3996.0, 1.18505e+06,-6.37079e+06,7705.67,1421.63
3997.0, 1.19276e+06,-6.36937e+06,7703.94,1430.96
3998.0, 1.20046e+06,-6.36794e+06,7702.19,1440.29
3999.0, 1.20817e+06,-6.3665e+06,7700.43,1449.62
4000.0, 1.21587e+06,-6.36505e+06,7698.66,1458.94
4001.0, 1.22357e+06,-6.36359e+06,7696.88,1468.27
4002.0, 1.23126e+06,-6.36212e+06,7695.09,1477.59
4003.0, 1.23896e+06,-6.36064e+06,7693.28,1486.91
4004.0, 1.24665e+06,-6.35916e+06,7691.47,1496.23
4005.0, 1.25434e+06,-6.35766e+06,7689.64,1505.54
4006.0, 1.26203e+06,-6.35615e+06,7687.81,1514.85
4007.0, 1.26972e+06,-6.35464e+06,7685.96,1524.16
4008.0, 1.27741e+06,-6.35312e+06,7684.1,1533.47
4009.0, 1.28509e+06,-6.35158e+06,7682.23,1542.78
4010.0, 1.29277e+06,-6.35004e+06,7680.34,1552.08
4011.0, 1.30045e+06,-6.34849e+06,7678.45,1561.38
4012.0, 1.30813e+06,-6.34693e+06,7676.55,1570.68
4013.0, 1.31581e+06,-6.34536e+06,7674.63,1579.98
4014.0, 1.32348e+06,-6.34378e+06,7672.7,1589.27
4015.0, 1.33115e+06,-6.34219e+06,7670.76,1598.56
4016.0, 1.33882e+06,-6.34059e+06,7668.82,1607.85
4017.0, 1.34649e+06,-6.33898e+06,7666.85,1617.14
4018.0, 1.35416e+06,-6.33736e+06,7664.88,1626.42
4019.0, 1.36183e+06,-6.33574e+06,7662.9,1635.7
4020.0, 1.36949e+06,-6.3341e+06,7660.9,1644.98
4021.0, 1.37715e+06,-6.33246e+06,7658.9,1654.26
4022.0, 1.38481e+06,-6.3308e+06,7656.88,1663.53
4023.0, 1.39247e+06,-6.32914e+06,7654.85,1672.81
4024.0, 1.40012e+06,-6.32746e+06,7652.81,1682.08
4025.0, 1.40777e+06,-6.32578e+06,7650.76,1691.34
4026.0, 1.41542e+06,-6.32409e+06,7648.7,1700.61
4027.0, 1.42307e+06,-6.32239e+06,7646.63,1709.87
4028.0, 1.43072e+06,-6.32068e+06,7644.54,1719.13
4029.0, 1.43836e+06,-6.31896e+06,7642.45,1728.38
4030.0, 1.44601e+06,-6.31723e+06,7640.34,1737.64
4031.0, 1.45365e+06,-6.3155e+06,7638.23,1746.89
4032.0, 1.46128e+06,-6.31375e+06,7636.1,1756.14
4033.0, 1.46892e+06,-6.31199e+06,7633.96,1765.39
4034.0, 1.47655e+06,-6.31023e+06,7631.81,1774.63
4035.0, 1.48419e+06,-6.30845e+06,7629.64,1783.87
4036.0, 1.49182e+06,-6.30667e+06,7627.47,1793.11
4037.0, 1.49944e+06,-6.30488e+06,7625.28,1802.34
4038.0, 1.50707e+06,-6.30307e+06,7623.09,1811.58
4039.0, 1.51469e+06,-6.30126e+06,7620.88,1820.81
4040.0, 1.52231e+06,-6.29944e+06,7618.66,1830.04
4041.0, 1.52993e+06,-6.29761e+06,7616.43,1839.26
4042.0, 1.53755e+06,-6.29577e+06,7614.19,1848.48
4043.0, 1.54516e+06,-6.29392e+06,7611.94,1857.7
4044.0, 1.55277e+06,-6.29207e+06,7609.68,1866.92
4045.0, 1.56038e+06,-6.2902e+06,7607.41,1876.13
4046.0, 1.56799e+06,-6.28832e+06,7605.12,1885.34
4047.0, 1.5756e+06,-6.28644e+06,7602.82,1894.55
4048.0, 1.5832e+06,-6.28454e+06,7600.52,1903.76
4049.0, 1.5908e+06,-6.28264e+06,7598.2,1912.96
4050.0, 1.5984e+06,-6.28073e+06,7595.87,1922.16
4051.0, 1.60599e+06,-6.2788e+06,7593.53,1931.36
4052.0, 1.61359e+06,-6.27687e+06,7591.18,1940.55
4053.0, 1.62118e+06,-6.27493e+06,7588.82,1949.74
4054.0, 1.62877e+06,-6.27298e+06,7586.44,1958.93
4055.0, 1.63635e+06,-6.27102e+06,7584.06,1968.11
4056.0, 1.64394e+06,-6.26905e+06,7581.66,1977.3
4057.0, 1.65152e+06,-6.26708e+06,7579.25,1986.48
4058.0, 1.6591e+06,-6.26509e+06,7576.84,1995.65
4059.0, 1.66668e+06,-6.2631e+06,7574.41,2004.83
4060.0, 1.67425e+06,-6.26109e+06,7571.97,2014
4061.0, 1.68182e+06,-6.25908e+06,7569.51,2023.16
4062.0, 1.68939e+06,-6.25705e+06,7567.05,2032.33
4063.0, 1.69696e+06,-6.25502e+06,7564.58,2041.49
4064.0, 1.70452e+06,-6.25298e+06,7562.09,2050.65
4065.0, 1.71208e+06,-6.25093e+06,7559.6,2059.8
4066.0, 1.71964e+06,-6.24887e+06,7557.09,2068.95
4067.0, 1.7272e+06,-6.2468e+06,7554.57,2078.1
4068.0, 1.73476e+06,-6.24472e+06,7552.04,2087.25
4069.0, 1.74231e+06,-6.24263e+06,7549.5,2096.39
4070.0, 1.74986e+06,-6.24054e+06,7546.95,2105.53
4071.0, 1.7574e+06,-6.23843e+06,7544.39,2114.67
4072.0, 1.76495e+06,-6.23632e+06,7541.82,2123.8
4073.0, 1.77249e+06,-6.23419e+06,7539.23,2132.93
4074.0, 1.78003e+06,-6.23206e+06,7536.64,2142.06
4075.0, 1.78757e+06,-6.22992e+06,7534.03,2151.18
4076.0, 1.7951e+06,-6.22777e+06,7531.42,2160.3
4077.0, 1.80263e+06,-6.22561e+06,7528.79,2169.42
4078.0, 1.81016e+06,-6.22344e+06,7526.15,2178.54
4079.0, 1.81769e+06,-6.22126e+06,7523.5,2187.65
4080.0, 1.82521e+06,-6.21907e+06,7520.84,2196.76
4081.0, 1.83273e+06,-6.21688e+06,7518.17,2205.86
4082.0, 1.84025e+06,-6.21467e+06,7515.48,2214.96
4083.0, 1.84777e+06,-6.21245e+06,7512.79,2224.06
4084.0, 1.85528e+06,-6.21023e+06,7510.08,2233.15
4085.0, 1.86279e+06,-6.208e+06,7507.37,2242.25
4086.0, 1.8703e+06,-6.20576e+06,7504.64,2251.33
4087.0, 1.8778e+06,-6.2035e+06,7501.9,2260.42
4088.0, 1.8853e+06,-6.20124e+06,7499.15,2269.5
4089.0, 1.8928e+06,-6.19897e+06,7496.39,2278.58
4090.0, 1.9003e+06,-6.1967e+06,7493.62,2287.65
4091.0, 1.90779e+06,-6.19441e+06,7490.84,2296.72
4092.0, 1.91528e+06,-6.19211e+06,7488.05,2305.79
4093.0, 1.92277e+06,-6.18981e+06,7485.25,2314.86
4094.0, 1.93026e+06,-6.18749e+06,7482.43,2323.92
4095.0, 1.93774e+06,-6.18517e+06,7479.61,2332.97
4096.0, 1.94522e+06,-6.18283e+06,7476.77,2342.03
4097.0, 1.95269e+06,-6.18049e+06,7473.92,2351.08
4098.0, 1.96017e+06,-6.17814e+06,7471.06,2360.13
4099.0, 1.96764e+06,-6.17578e+06,7468.19,2369.17
4100.0, 1.97511e+06,-6.17341e+06,7465.31,2378.21
4101.0, 1.98257e+06,-6.17103e+06,7462.42,2387.25
4102.0, 1.99003e+06,-6.16865e+06,7459.52,2396.28
4103.0, 1.99749e+06,-6.16625e+06,7456.61,2405.31
4104.0, 2.00495e+06,-6.16384e+06,7453.68,2414.33
4105.0, 2.0124e+06,-6.16143e+06,7450.75,2423.36
4106.0, 2.01986e+06,-6.15901e+06,7447.8,2432.38
4107.0, 2.0273e+06,-6.15657e+06,7444.85,2441.39
4108.0, 2.03475e+06,-6.15413e+06,7441.88,2450.4
4109.0, 2.04219e+06,-6.15168e+06,7438.9,2459.41
4110.0, 2.04963e+06,-6.14922e+06,7435.91,2468.41
4111.0, 2.05706e+06,-6.14675e+06,7432.91,2477.41
4112.0, 2.0645e+06,-6.14428e+06,7429.9,2486.41
4113.0, 2.07193e+06,-6.14179e+06,7426.88,2495.4
4114.0, 2.07935e+06,-6.1393e+06,7423.85,2504.39
4115.0, 2.08678e+06,-6.13679e+06,7420.8,2513.38
4116.0, 2.0942e+06,-6.13428e+06,7417.75,2522.36
4117.0, 2.10162e+06,-6.13176e+06,7414.68,2531.34
4118.0, 2.10903e+06,-6.12922e+06,7411.61,2540.31
4119.0, 2.11644e+06,-6.12668e+06,7408.52,2549.29
4120.0, 2.12385e+06,-6.12413e+06,7405.42,2558.25
4121.0, 2.13126e+06,-6.12158e+06,7402.31,2567.22
4122.0, 2.13866e+06,-6.11901e+06,7399.2,2576.18
4123.0, 2.14606e+06,-6.11643e+06,7396.07,2585.13
4124.0, 2.15345e+06,-6.11385e+06,7392.92,2594.08
4125.0, 2.16085e+06,-6.11125e+06,7389.77,2603.03
4126.0, 2.16824e+06,-6.10865e+06,7386.61,2611.97
4127.0, 2.17562e+06,-6.10604e+06,7383.44,2620.91
4128.0, 2.18301e+06,-6.10342e+06,7380.25,2629.85
4129.0, 2.19039e+06,-6.10079e+06,7377.06,2638.78
4130.0, 2.19776e+06,-6.09815e+06,7373.85,2647.71
4131.0, 2.20514e+06,-6.0955e+06,7370.64,2656.64
4132.0, 2.21251e+06,-6.09284e+06,7367.41,2665.56
4133.0, 2.21988e+06,-6.09018e+06,7364.17,2674.47
4134.0, 2.22724e+06,-6.0875e+06,7360.92,2683.39
4135.0, 2.2346e+06,-6.08482e+06,7357.66,2692.3
4136.0, 2.24196e+06,-6.08213e+06,7354.39,2701.2
4137.0, 2.24931e+06,-6.07943e+06,7351.11,2710.1
4138.0, 2.25666e+06,-6.07672e+06,7347.82,2719
4139.0, 2.26401e+06,-6.074e+06,7344.52,2727.89
4140.0, 2.27136e+06,-6.07127e+06,7341.2,2736.78
4141.0, 2.2787e+06,-6.06853e+06,7337.88,2745.66
4142.0, 2.28604e+06,-6.06579e+06,7334.55,2754.54
4143.0, 2.29337e+06,-6.06303e+06,7331.2,2763.42
4144.0, 2.3007e+06,-6.06027e+06,7327.84,2772.29
4145.0, 2.30803e+06,-6.0575e+06,7324.48,2781.16
4146.0, 2.31535e+06,-6.05472e+06,7321.1,2790.03
4147.0, 2.32268e+06,-6.05193e+06,7317.71,2798.89
4148.0, 2.32999e+06,-6.04913e+06,7314.31,2807.74
4149.0, 2.33731e+06,-6.04632e+06,7310.9,2816.59
4150.0, 2.34462e+06,-6.0435e+06,7307.48,2825.44
4151.0, 2.35193e+06,-6.04068e+06,7304.05,2834.29
4152.0, 2.35923e+06,-6.03784e+06,7300.61,2843.12
4153.0, 2.36653e+06,-6.035e+06,7297.16,2851.96
4154.0, 2.37383e+06,-6.03215e+06,7293.7,2860.79
4155.0, 2.38112e+06,-6.02929e+06,7290.22,2869.62
4156.0, 2.38841e+06,-6.02642e+06,7286.74,2878.44
4157.0, 2.3957e+06,-6.02354e+06,7283.24,2887.26
4158.0, 2.40298e+06,-6.02065e+06,7279.74,2896.07
4159.0, 2.41026e+06,-6.01776e+06,7276.22,2904.88
4160.0, 2.41754e+06,-6.01485e+06,7272.69,2913.69
4161.0, 2.42481e+06,-6.01194e+06,7269.16,2922.49
4162.0, 2.43208e+06,-6.00902e+06,7265.61,2931.28
4163.0, 2.43935e+06,-6.00608e+06,7262.05,2940.08
4164.0, 2.44661e+06,-6.00314e+06,7258.48,2948.86
4165.0, 2.45387e+06,-6.0002e+06,7254.9,2957.65
4166.0, 2.46112e+06,-5.99724e+06,7251.31,2966.43
4167.0, 2.46837e+06,-5.99427e+06,7247.71,2975.2
4168.0, 2.47562e+06,-5.9913e+06,7244.1,2983.97
4169.0, 2.48286e+06,-5.98831e+06,7240.48,2992.74
4170.0, 2.4901e+06,-5.98532e+06,7236.84,3001.5
4171.0, 2.49734e+06,-5.98232e+06,7233.2,3010.26
4172.0, 2.50457e+06,-5.97931e+06,7229.55,3019.01
4173.0, 2.5118e+06,-5.97629e+06,7225.88,3027.76
4174.0, 2.51903e+06,-5.97326e+06,7222.21,3036.5
4175.0, 2.52625e+06,-5.97022e+06,7218.52,3045.24
4176.0, 2.53347e+06,-5.96718e+06,7214.83,3053.98
4177.0, 2.54069e+06,-5.96412e+06,7211.12,3062.71
4178.0, 2.5479e+06,-5.96106e+06,7207.4,3071.43
4179.0, 2.5551e+06,-5.95799e+06,7203.67,3080.16
4180.0, 2.56231e+06,-5.95491e+06,7199.94,3088.87
4181.0, 2.56951e+06,-5.95182e+06,7196.19,3097.58
4182.0, 2.5767e+06,-5.94872e+06,7192.43,3106.29
4183.0, 2.5839e+06,-5.94562e+06,7188.66,3115
4184.0, 2.59108e+06,-5.9425e+06,7184.88,3123.69
4185.0, 2.59827e+06,-5.93938e+06,7181.09,3132.39
4186.0, 2.60545e+06,-5.93625e+06,7177.29,3141.08
4187.0, 2.61263e+06,-5.93311e+06,7173.47,3149.76
4188.0, 2.6198e+06,-5.92996e+06,7169.65,3158.44
4189.0, 2.62697e+06,-5.9268e+06,7165.82,3167.12
4190.0, 2.63414e+06,-5.92363e+06,7161.98,3175.79
4191.0, 2.6413e+06,-5.92045e+06,7158.12,3184.45
4192.0, 2.64846e+06,-5.91727e+06,7154.26,3193.11
4193.0, 2.65561e+06,-5.91408e+06,7150.38,3201.77
4194.0, 2.66276e+06,-5.91088e+06,7146.5,3210.42
4195.0, 2.66991e+06,-5.90766e+06,7142.6,3219.07
4196.0, 2.67705e+06,-5.90445e+06,7138.7,3227.71
4197.0, 2.68419e+06,-5.90122e+06,7134.78,3236.35
4198.0, 2.69132e+06,-5.89798e+06,7130.85,3244.98
4199.0, 2.69845e+06,-5.89474e+06,7126.92,3253.61
4200.0, 2.70558e+06,-5.89148e+06,7122.97,3262.23
4201.0, 2.7127e+06,-5.88822e+06,7119.01,3270.85
4202.0, 2.71982e+06,-5.88495e+06,7115.04,3279.47
4203.0, 2.72694e+06,-5.88167e+06,7111.07,3288.07
4204.0, 2.73405e+06,-5.87838e+06,7107.08,3296.68
4205.0, 2.74116e+06,-5.87509e+06,7103.08,3305.28
4206.0, 2.74826e+06,-5.87178e+06,7099.07,3313.87
4207.0, 2.75536e+06,-5.86847e+06,7095.05,3322.46
4208.0, 2.76245e+06,-5.86514e+06,7091.02,3331.05
4209.0, 2.76955e+06,-5.86181e+06,7086.98,3339.62
4210.0, 2.77663e+06,-5.85847e+06,7082.92,3348.2
4211.0, 2.78372e+06,-5.85513e+06,7078.86,3356.77
4212.0, 2.79079e+06,-5.85177e+06,7074.79,3365.33
4213.0, 2.79787e+06,-5.8484e+06,7070.71,3373.89
4214.0, 2.80494e+06,-5.84503e+06,7066.62,3382.45
4215.0, 2.81201e+06,-5.84165e+06,7062.51,3391
4216.0, 2.81907e+06,-5.83826e+06,7058.4,3399.54
4217.0, 2.82613e+06,-5.83486e+06,7054.28,3408.08
4218.0, 2.83318e+06,-5.83145e+06,7050.14,3416.62
4219.0, 2.84023e+06,-5.82803e+06,7046,3425.15
4220.0, 2.84728e+06,-5.82461e+06,7041.84,3433.67
4221.0, 2.85432e+06,-5.82117e+06,7037.68,3442.19
4222.0, 2.86136e+06,-5.81773e+06,7033.5,3450.71
4223.0, 2.86839e+06,-5.81428e+06,7029.32,3459.21
4224.0, 2.87542e+06,-5.81082e+06,7025.12,3467.72
4225.0, 2.88244e+06,-5.80735e+06,7020.92,3476.22
4226.0, 2.88947e+06,-5.80388e+06,7016.7,3484.71
4227.0, 2.89648e+06,-5.80039e+06,7012.48,3493.2
4228.0, 2.90349e+06,-5.7969e+06,7008.24,3501.69
4229.0, 2.9105e+06,-5.7934e+06,7003.99,3510.16
4230.0, 2.91751e+06,-5.78989e+06,6999.74,3518.64
4231.0, 2.92451e+06,-5.78637e+06,6995.47,3527.11
4232.0, 2.9315e+06,-5.78284e+06,6991.19,3535.57
4233.0, 2.93849e+06,-5.77931e+06,6986.9,3544.03
4234.0, 2.94548e+06,-5.77576e+06,6982.61,3552.48
4235.0, 2.95246e+06,-5.77221e+06,6978.3,3560.93
4236.0, 2.95944e+06,-5.76865e+06,6973.98,3569.37
4237.0, 2.96642e+06,-5.76508e+06,6969.65,3577.81
4238.0, 2.97339e+06,-5.7615e+06,6965.31,3586.24
4239.0, 2.98035e+06,-5.75791e+06,6960.96,3594.66
4240.0, 2.98731e+06,-5.75432e+06,6956.61,3603.09
4241.0, 2.99427e+06,-5.75072e+06,6952.24,3611.5
4242.0, 3.00122e+06,-5.74711e+06,6947.86,3619.91
4243.0, 3.00817e+06,-5.74349e+06,6943.47,3628.32
4244.0, 3.01511e+06,-5.73986e+06,6939.07,3636.72
4245.0, 3.02205e+06,-5.73622e+06,6934.66,3645.11
4246.0, 3.02899e+06,-5.73258e+06,6930.24,3653.5
4247.0, 3.03592e+06,-5.72892e+06,6925.81,3661.88
4248.0, 3.04284e+06,-5.72526e+06,6921.37,3670.26
4249.0, 3.04976e+06,-5.72159e+06,6916.92,3678.63
4250.0, 3.05668e+06,-5.71791e+06,6912.46,3687
4251.0, 3.06359e+06,-5.71422e+06,6907.99,3695.36
4252.0, 3.0705e+06,-5.71053e+06,6903.51,3703.72
4253.0, 3.0774e+06,-5.70683e+06,6899.02,3712.07
4254.0, 3.0843e+06,-5.70311e+06,6894.52,3720.42
4255.0, 3.0912e+06,-5.69939e+06,6890.01,3728.76
4256.0, 3.09809e+06,-5.69566e+06,6885.49,3737.09
4257.0, 3.10497e+06,-5.69193e+06,6880.96,3745.42
4258.0, 3.11185e+06,-5.68818e+06,6876.42,3753.75
4259.0, 3.11873e+06,-5.68443e+06,6871.87,3762.06
4260.0, 3.1256e+06,-5.68067e+06,6867.3,3770.38
4261.0, 3.13247e+06,-5.6769e+06,6862.73,3778.68
4262.0, 3.13933e+06,-5.67312e+06,6858.15,3786.99
4263.0, 3.14619e+06,-5.66933e+06,6853.56,3795.28
4264.0, 3.15304e+06,-5.66553e+06,6848.96,3803.57
4265.0, 3.15989e+06,-5.66173e+06,6844.35,3811.86
4266.0, 3.16674e+06,-5.65792e+06,6839.73,3820.14
4267.0, 3.17358e+06,-5.6541e+06,6835.1,3828.41
4268.0, 3.18041e+06,-5.65027e+06,6830.46,3836.68
4269.0, 3.18724e+06,-5.64643e+06,6825.81,3844.94
4270.0, 3.19407e+06,-5.64259e+06,6821.15,3853.2
4271.0, 3.20089e+06,-5.63874e+06,6816.48,3861.45
4272.0, 3.20771e+06,-5.63487e+06,6811.8,3869.69
4273.0, 3.21452e+06,-5.631e+06,6807.11,3877.93
4274.0, 3.22132e+06,-5.62713e+06,6802.4,3886.17
4275.0, 3.22813e+06,-5.62324e+06,6797.69,3894.4
4276.0, 3.23492e+06,-5.61935e+06,6792.97,3902.62
4277.0, 3.24172e+06,-5.61544e+06,6788.24,3910.83
4278.0, 3.24851e+06,-5.61153e+06,6783.5,3919.05
4279.0, 3.25529e+06,-5.60761e+06,6778.75,3927.25
4280.0, 3.26207e+06,-5.60369e+06,6773.99,3935.45
4281.0, 3.26884e+06,-5.59975e+06,6769.22,3943.64
4282.0, 3.27561e+06,-5.59581e+06,6764.44,3951.83
4283.0, 3.28238e+06,-5.59186e+06,6759.66,3960.01
4284.0, 3.28914e+06,-5.5879e+06,6754.86,3968.19
4285.0, 3.29589e+06,-5.58393e+06,6750.05,3976.36
4286.0, 3.30264e+06,-5.57995e+06,6745.23,3984.53
4287.0, 3.30939e+06,-5.57597e+06,6740.4,3992.68
4288.0, 3.31613e+06,-5.57197e+06,6735.56,4000.84
4289.0, 3.32286e+06,-5.56797e+06,6730.71,4008.98
4290.0, 3.32959e+06,-5.56396e+06,6725.85,4017.13
4291.0, 3.33632e+06,-5.55995e+06,6720.98,4025.26
4292.0, 3.34304e+06,-5.55592e+06,6716.11,4033.39
4293.0, 3.34976e+06,-5.55189e+06,6711.22,4041.51
4294.0, 3.35647e+06,-5.54785e+06,6706.32,4049.63
4295.0, 3.36317e+06,-5.5438e+06,6701.41,4057.74
4296.0, 3.36987e+06,-5.53974e+06,6696.5,4065.85
4297.0, 3.37657e+06,-5.53567e+06,6691.57,4073.95
4298.0, 3.38326e+06,-5.5316e+06,6686.63,4082.04
4299.0, 3.38995e+06,-5.52752e+06,6681.69,4090.13
4300.0, 3.39663e+06,-5.52343e+06,6676.73,4098.21
4301.0, 3.40331e+06,-5.51933e+06,6671.76,4106.28
4302.0, 3.40998e+06,-5.51522e+06,6666.79,4114.35
4303.0, 3.41665e+06,-5.51111e+06,6661.8,4122.42
4304.0, 3.42331e+06,-5.50699e+06,6656.81,4130.48
4305.0, 3.42996e+06,-5.50286e+06,6651.8,4138.53
4306.0, 3.43662e+06,-5.49872e+06,6646.79,4146.57
4307.0, 3.44326e+06,-5.49457e+06,6641.76,4154.61
4308.0, 3.4499e+06,-5.49042e+06,6636.73,4162.64
4309.0, 3.45654e+06,-5.48625e+06,6631.69,4170.67
4310.0, 3.46317e+06,-5.48208e+06,6626.63,4178.69
4311.0, 3.4698e+06,-5.4779e+06,6621.57,4186.71
4312.0, 3.47642e+06,-5.47372e+06,6616.5,4194.71
4313.0, 3.48304e+06,-5.46952e+06,6611.41,4202.72
4314.0, 3.48965e+06,-5.46532e+06,6606.32,4210.71
4315.0, 3.49626e+06,-5.46111e+06,6601.22,4218.7
4316.0, 3.50286e+06,-5.45689e+06,6596.11,4226.69
4317.0, 3.50945e+06,-5.45266e+06,6590.99,4234.66
4318.0, 3.51604e+06,-5.44843e+06,6585.86,4242.64
4319.0, 3.52263e+06,-5.44419e+06,6580.72,4250.6
4320.0, 3.52921e+06,-5.43994e+06,6575.57,4258.56
4321.0, 3.53579e+06,-5.43568e+06,6570.41,4266.51
4322.0, 3.54236e+06,-5.43141e+06,6565.24,4274.46
4323.0, 3.54892e+06,-5.42714e+06,6560.06,4282.4
4324.0, 3.55548e+06,-5.42285e+06,6554.87,4290.33
4325.0, 3.56204e+06,-5.41856e+06,6549.67,4298.26
4326.0, 3.56859e+06,-5.41426e+06,6544.47,4306.18
4327.0, 3.57513e+06,-5.40996e+06,6539.25,4314.1
4328.0, 3.58167e+06,-5.40564e+06,6534.02,4322
4329.0, 3.5882e+06,-5.40132e+06,6528.79,4329.91
4330.0, 3.59473e+06,-5.39699e+06,6523.54,4337.8
4331.0, 3.60126e+06,-5.39265e+06,6518.29,4345.69
4332.0, 3.60777e+06,-5.38831e+06,6513.02,4353.57
4333.0, 3.61429e+06,-5.38396e+06,6507.75,4361.45
4334.0, 3.6208e+06,-5.37959e+06,6502.47,4369.32
4335.0, 3.6273e+06,-5.37522e+06,6497.17,4377.19
4336.0, 3.6338e+06,-5.37085e+06,6491.87,4385.04
4337.0, 3.64029e+06,-5.36646e+06,6486.56,4392.89
4338.0, 3.64677e+06,-5.36207e+06,6481.24,4400.74
4339.0, 3.65325e+06,-5.35767e+06,6475.91,4408.58
4340.0, 3.65973e+06,-5.35326e+06,6470.57,4416.41
4341.0, 3.6662e+06,-5.34884e+06,6465.22,4424.23
4342.0, 3.67267e+06,-5.34442e+06,6459.86,4432.05
4343.0, 3.67913e+06,-5.33999e+06,6454.49,4439.86
4344.0, 3.68558e+06,-5.33555e+06,6449.11,4447.67
4345.0, 3.69203e+06,-5.3311e+06,6443.73,4455.47
4346.0, 3.69847e+06,-5.32664e+06,6438.33,4463.26
