t, x, y, u, v
0.0, 6.391e+06,0,0,7897.4
1.0, 6.391e+06,7897.4,-9.75887,7897.4
2.0, 6.39099e+06,15794.8,-19.5177,7897.39
3.0, 6.39097e+06,23692.2,-29.2765,7897.37
4.0, 6.39094e+06,31589.6,-39.0353,7897.33
5.0, 6.3909e+06,39486.9,-48.794,7897.28
6.0, 6.39085e+06,47384.2,-58.5526,7897.22
7.0, 6.3908e+06,55281.4,-68.3111,7897.15
8.0, 6.39073e+06,63178.5,-78.0695,7897.06
9.0, 6.39065e+06,71075.6,-87.8278,7896.97
10.0, 6.39056e+06,78972.6,-97.5859,7896.86
11.0, 6.39046e+06,86869.4,-107.344,7896.74
12.0, 6.39036e+06,94766.2,-117.102,7896.61
13.0, 6.39024e+06,102663,-126.859,7896.46
14.0, 6.39011e+06,110559,-136.617,7896.3
15.0, 6.38998e+06,118456,-146.374,7896.14
16.0, 6.38983e+06,126352,-156.131,7895.95
17.0, 6.38967e+06,134248,-165.888,7895.76
18.0, 6.38951e+06,142143,-175.644,7895.56
19.0, 6.38933e+06,150039,-185.4,7895.34
20.0, 6.38915e+06,157934,-195.156,7895.11
21.0, 6.38895e+06,165829,-204.912,7894.87
22.0, 6.38875e+06,173724,-214.667,7894.62
23.0, 6.38853e+06,181619,-224.422,7894.35
24.0, 6.38831e+06,189513,-234.177,7894.07
25.0, 6.38807e+06,197407,-243.931,7893.78
26.0, 6.38783e+06,205301,-253.685,7893.48
27.0, 6.38757e+06,213195,-263.438,7893.17
28.0, 6.38731e+06,221088,-273.191,7892.84
29.0, 6.38704e+06,228981,-282.944,7892.51
30.0, 6.38676e+06,236873,-292.696,7892.16
31.0, 6.38646e+06,244765,-302.448,7891.8
32.0, 6.38616e+06,252657,-312.199,7891.42
33.0, 6.38585e+06,260548,-321.95,7891.04
34.0, 6.38553e+06,268440,-331.7,7890.64
35.0, 6.38519e+06,276330,-341.45,7890.23
36.0, 6.38485e+06,284220,-351.199,7889.81
37.0, 6.3845e+06,292110,-360.948,7889.37
38.0, 6.38414e+06,300000,-370.696,7888.93
39.0, 6.38377e+06,307888,-380.443,7888.47
40.0, 6.38339e+06,315777,-390.19,7888
41.0, 6.383e+06,323665,-399.937,7887.52
42.0, 6.3826e+06,331552,-409.682,7887.02
43.0, 6.38219e+06,339439,-419.427,7886.52
44.0, 6.38177e+06,347326,-429.172,7886
45.0, 6.38134e+06,355212,-438.916,7885.47
46.0, 6.3809e+06,363097,-448.659,7884.92
47.0, 6.38045e+06,370982,-458.401,7884.37
48.0, 6.38e+06,378867,-468.143,7883.8
49.0, 6.37953e+06,386751,-477.884,7883.23
50.0, 6.37905e+06,394634,-487.624,7882.63
51.0, 6.37856e+06,402516,-497.364,7882.03
52.0, 6.37806e+06,410398,-507.102,7881.42
53.0, 6.37756e+06,418280,-516.84,7880.79
54.0, 6.37704e+06,426161,-526.578,7880.15
55.0, 6.37651e+06,434041,-536.314,7879.5
56.0, 6.37598e+06,441920,-546.049,7878.84
57.0, 6.37543e+06,449799,-555.784,7878.16
58.0, 6.37488e+06,457677,-565.518,7877.48
59.0, 6.37431e+06,465555,-575.251,7876.78
60.0, 6.37373e+06,473432,-584.983,7876.07
61.0, 6.37315e+06,481308,-594.714,7875.35
62.0, 6.37256e+06,489183,-604.444,7874.61
63.0, 6.37195e+06,497058,-614.174,7873.86
64.0, 6.37134e+06,504931,-623.902,7873.1
65.0, 6.37071e+06,512805,-633.63,7872.33
66.0, 6.37008e+06,520677,-643.356,7871.55
67.0, 6.36944e+06,528548,-653.081,7870.76
68.0, 6.36878e+06,536419,-662.806,7869.95
69.0, 6.36812e+06,544289,-672.529,7869.13
70.0, 6.36745e+06,552158,-682.252,7868.3
71.0, 6.36676e+06,560027,-691.973,7867.46
72.0, 6.36607e+06,567894,-701.693,7866.6
73.0, 6.36537e+06,575761,-711.413,7865.73
74.0, 6.36466e+06,583626,-721.131,7864.86
75.0, 6.36394e+06,591491,-730.848,7863.96
76.0, 6.36321e+06,599355,-740.564,7863.06
77.0, 6.36247e+06,607218,-750.278,7862.15
78.0, 6.36172e+06,615080,-759.992,7861.22
79.0, 6.36096e+06,622942,-769.704,7860.28
80.0, 6.36019e+06,630802,-779.415,7859.33
81.0, 6.35941e+06,638661,-789.126,7858.37
82.0, 6.35862e+06,646520,-798.834,7857.39
83.0, 6.35782e+06,654377,-808.542,7856.4
84.0, 6.35701e+06,662233,-818.248,7855.4
85.0, 6.35619e+06,670089,-827.953,7854.39
86.0, 6.35537e+06,677943,-837.657,7853.37
87.0, 6.35453e+06,685797,-847.36,7852.34
88.0, 6.35368e+06,693649,-857.061,7851.29
89.0, 6.35282e+06,701500,-866.761,7850.23
90.0, 6.35196e+06,709350,-876.46,7849.16
91.0, 6.35108e+06,717200,-886.157,7848.08
92.0, 6.35019e+06,725048,-895.853,7846.98
93.0, 6.3493e+06,732895,-905.547,7845.87
94.0, 6.34839e+06,740741,-915.24,7844.76
95.0, 6.34748e+06,748585,-924.932,7843.62
96.0, 6.34655e+06,756429,-934.622,7842.48
97.0, 6.34562e+06,764271,-944.311,7841.33
98.0, 6.34467e+06,772113,-953.999,7840.16
99.0, 6.34372e+06,779953,-963.684,7838.98
100.0, 6.34276e+06,787792,-973.369,7837.79
101.0, 6.34178e+06,795630,-983.052,7836.59
102.0, 6.3408e+06,803466,-992.733,7835.37
103.0, 6.33981e+06,811302,-1002.41,7834.15
104.0, 6.3388e+06,819136,-1012.09,7832.91
105.0, 6.33779e+06,826969,-1021.77,7831.66
106.0, 6.33677e+06,834800,-1031.44,7830.4
107.0, 6.33574e+06,842631,-1041.12,7829.12
108.0, 6.3347e+06,850460,-1050.79,7827.83
109.0, 6.33365e+06,858288,-1060.46,7826.54
110.0, 6.33259e+06,866114,-1070.13,7825.23
111.0, 6.33152e+06,873939,-1079.8,7823.9
112.0, 6.33044e+06,881763,-1089.46,7822.57
113.0, 6.32935e+06,889586,-1099.13,7821.22
114.0, 6.32825e+06,897407,-1108.79,7819.87
115.0, 6.32714e+06,905227,-1118.45,7818.5
116.0, 6.32602e+06,913045,-1128.11,7817.11
117.0, 6.32489e+06,920863,-1137.76,7815.72
118.0, 6.32375e+06,928678,-1147.42,7814.31
119.0, 6.32261e+06,936493,-1157.07,7812.9
120.0, 6.32145e+06,944306,-1166.72,7811.47
121.0, 6.32028e+06,952117,-1176.37,7810.03
122.0, 6.31911e+06,959927,-1186.02,7808.57
123.0, 6.31792e+06,967736,-1195.67,7807.11
124.0, 6.31673e+06,975543,-1205.31,7805.63
125.0, 6.31552e+06,983348,-1214.96,7804.14
126.0, 6.31431e+06,991152,-1224.6,7802.64
127.0, 6.31308e+06,998955,-1234.24,7801.13
128.0, 6.31185e+06,1.00676e+06,-1243.87,7799.6
129.0, 6.3106e+06,1.01456e+06,-1253.51,7798.06
130.0, 6.30935e+06,1.02235e+06,-1263.14,7796.52
131.0, 6.30809e+06,1.03015e+06,-1272.77,7794.95
132.0, 6.30681e+06,1.03795e+06,-1282.4,7793.38
133.0, 6.30553e+06,1.04574e+06,-1292.03,7791.8
134.0, 6.30424e+06,1.05353e+06,-1301.66,7790.2
135.0, 6.30294e+06,1.06132e+06,-1311.28,7788.59
136.0, 6.30163e+06,1.06911e+06,-1320.9,7786.97
137.0, 6.3003e+06,1.0769e+06,-1330.52,7785.34
138.0, 6.29897e+06,1.08468e+06,-1340.14,7783.7
139.0, 6.29763e+06,1.09247e+06,-1349.75,7782.04
140.0, 6.29628e+06,1.10025e+06,-1359.37,7780.37
141.0, 6.29493e+06,1.10803e+06,-1368.98,7778.69
142.0, 6.29356e+06,1.11581e+06,-1378.59,7777
143.0, 6.29218e+06,1.12358e+06,-1388.19,7775.3
144.0, 6.29079e+06,1.13136e+06,-1397.8,7773.58
145.0, 6.28939e+06,1.13913e+06,-1407.4,7771.86
146.0, 6.28798e+06,1.1469e+06,-1417,7770.12
147.0, 6.28657e+06,1.15467e+06,-1426.6,7768.37
148.0, 6.28514e+06,1.16244e+06,-1436.19,7766.61
149.0, 6.2837e+06,1.17021e+06,-1445.79,7764.83
150.0, 6.28226e+06,1.17797e+06,-1455.38,7763.04
151.0, 6.2808e+06,1.18574e+06,-1464.97,7761.25
152.0, 6.27934e+06,1.1935e+06,-1474.56,7759.44
153.0, 6.27786e+06,1.20126e+06,-1484.14,7757.62
154.0, 6.27638e+06,1.20902e+06,-1493.72,7755.78
155.0, 6.27489e+06,1.21677e+06,-1503.3,7753.94
156.0, 6.27338e+06,1.22453e+06,-1512.88,7752.08
157.0, 6.27187e+06,1.23228e+06,-1522.46,7750.21
158.0, 6.27035e+06,1.24003e+06,-1532.03,7748.33
159.0, 6.26882e+06,1.24778e+06,-1541.6,7746.44
160.0, 6.26727e+06,1.25552e+06,-1551.17,7744.53
161.0, 6.26572e+06,1.26327e+06,-1560.74,7742.61
162.0, 6.26416e+06,1.27101e+06,-1570.3,7740.69
163.0, 6.26259e+06,1.27875e+06,-1579.86,7738.75
164.0, 6.26101e+06,1.28649e+06,-1589.42,7736.79
165.0, 6.25942e+06,1.29423e+06,-1598.98,7734.83
166.0, 6.25782e+06,1.30196e+06,-1608.53,7732.86
167.0, 6.25621e+06,1.30969e+06,-1618.09,7730.87
168.0, 6.2546e+06,1.31742e+06,-1627.64,7728.87
169.0, 6.25297e+06,1.32515e+06,-1637.18,7726.86
170.0, 6.25133e+06,1.33288e+06,-1646.73,7724.84
171.0, 6.24968e+06,1.3406e+06,-1656.27,7722.8
172.0, 6.24803e+06,1.34833e+06,-1665.81,7720.75
173.0, 6.24636e+06,1.35605e+06,-1675.34,7718.7
174.0, 6.24469e+06,1.36377e+06,-1684.88,7716.63
175.0, 6.243e+06,1.37148e+06,-1694.41,7714.55
176.0, 6.24131e+06,1.3792e+06,-1703.94,7712.45
177.0, 6.2396e+06,1.38691e+06,-1713.47,7710.35
178.0, 6.23789e+06,1.39462e+06,-1722.99,7708.23
179.0, 6.23617e+06,1.40233e+06,-1732.51,7706.1
180.0, 6.23444e+06,1.41004e+06,-1742.03,7703.96
181.0, 6.23269e+06,1.41774e+06,-1751.54,7701.81
182.0, 6.23094e+06,1.42544e+06,-1761.06,7699.64
183.0, 6.22918e+06,1.43314e+06,-1770.57,7697.47
184.0, 6.22741e+06,1.44084e+06,-1780.08,7695.28
185.0, 6.22563e+06,1.44853e+06,-1789.58,7693.08
186.0, 6.22384e+06,1.45623e+06,-1799.08,7690.87
187.0, 6.22204e+06,1.46392e+06,-1808.58,7688.65
188.0, 6.22023e+06,1.47161e+06,-1818.08,7686.41
189.0, 6.21841e+06,1.47929e+06,-1827.57,7684.17
190.0, 6.21659e+06,1.48698e+06,-1837.06,7681.91
191.0, 6.21475e+06,1.49466e+06,-1846.55,7679.64
192.0, 6.2129e+06,1.50234e+06,-1856.04,7677.36
193.0, 6.21105e+06,1.51002e+06,-1865.52,7675.07
194.0, 6.20918e+06,1.51769e+06,-1875,7672.76
195.0, 6.20731e+06,1.52536e+06,-1884.48,7670.45
196.0, 6.20542e+06,1.53303e+06,-1893.95,7668.12
197.0, 6.20353e+06,1.5407e+06,-1903.42,7665.78
198.0, 6.20162e+06,1.54837e+06,-1912.89,7663.43
199.0, 6.19971e+06,1.55603e+06,-1922.36,7661.06
200.0, 6.19779e+06,1.56369e+06,-1931.82,7658.69
201.0, 6.19586e+06,1.57135e+06,-1941.28,7656.3
202.0, 6.19392e+06,1.57901e+06,-1950.73,7653.9
203.0, 6.19197e+06,1.58666e+06,-1960.19,7651.49
204.0, 6.19001e+06,1.59431e+06,-1969.64,7649.07
205.0, 6.18804e+06,1.60196e+06,-1979.09,7646.64
206.0, 6.18606e+06,1.60961e+06,-1988.53,7644.19
207.0, 6.18407e+06,1.61725e+06,-1997.97,7641.74
208.0, 6.18207e+06,1.62489e+06,-2007.41,7639.27
209.0, 6.18006e+06,1.63253e+06,-2016.84,7636.79
210.0, 6.17805e+06,1.64017e+06,-2026.28,7634.3
211.0, 6.17602e+06,1.6478e+06,-2035.71,7631.79
212.0, 6.17398e+06,1.65544e+06,-2045.13,7629.28
213.0, 6.17194e+06,1.66307e+06,-2054.55,7626.75
214.0, 6.16988e+06,1.67069e+06,-2063.97,7624.21
215.0, 6.16782e+06,1.67832e+06,-2073.39,7621.66
216.0, 6.16575e+06,1.68594e+06,-2082.8,7619.1
217.0, 6.16366e+06,1.69356e+06,-2092.21,7616.53
218.0, 6.16157e+06,1.70117e+06,-2101.62,7613.95
219.0, 6.15947e+06,1.70879e+06,-2111.02,7611.35
220.0, 6.15736e+06,1.7164e+06,-2120.42,7608.74
221.0, 6.15524e+06,1.72401e+06,-2129.82,7606.12
222.0, 6.15311e+06,1.73161e+06,-2139.22,7603.49
223.0, 6.15097e+06,1.73922e+06,-2148.61,7600.85
224.0, 6.14882e+06,1.74682e+06,-2157.99,7598.19
225.0, 6.14666e+06,1.75442e+06,-2167.38,7595.53
226.0, 6.1445e+06,1.76201e+06,-2176.76,7592.85
227.0, 6.14232e+06,1.7696e+06,-2186.14,7590.16
228.0, 6.14013e+06,1.7772e+06,-2195.51,7587.46
229.0, 6.13794e+06,1.78478e+06,-2204.88,7584.75
230.0, 6.13573e+06,1.79237e+06,-2214.25,7582.02
231.0, 6.13352e+06,1.79995e+06,-2223.61,7579.29
232.0, 6.13129e+06,1.80753e+06,-2232.97,7576.54
233.0, 6.12906e+06,1.81511e+06,-2242.33,7573.78
234.0, 6.12682e+06,1.82268e+06,-2251.68,7571.01
235.0, 6.12457e+06,1.83025e+06,-2261.03,7568.23
236.0, 6.12231e+06,1.83782e+06,-2270.38,7565.44
237.0, 6.12004e+06,1.84538e+06,-2279.72,7562.63
238.0, 6.11776e+06,1.85295e+06,-2289.06,7559.82
239.0, 6.11547e+06,1.86051e+06,-2298.4,7556.99
240.0, 6.11317e+06,1.86806e+06,-2307.73,7554.15
241.0, 6.11086e+06,1.87562e+06,-2317.06,7551.3
242.0, 6.10854e+06,1.88317e+06,-2326.39,7548.44
243.0, 6.10622e+06,1.89072e+06,-2335.71,7545.56
244.0, 6.10388e+06,1.89826e+06,-2345.03,7542.68
245.0, 6.10154e+06,1.90581e+06,-2354.34,7539.78
246.0, 6.09918e+06,1.91335e+06,-2363.66,7536.87
247.0, 6.09682e+06,1.92088e+06,-2372.96,7533.95
248.0, 6.09445e+06,1.92842e+06,-2382.27,7531.02
249.0, 6.09206e+06,1.93595e+06,-2391.57,7528.08
250.0, 6.08967e+06,1.94347e+06,-2400.86,7525.12
251.0, 6.08727e+06,1.951e+06,-2410.16,7522.16
252.0, 6.08486e+06,1.95852e+06,-2419.45,7519.18
253.0, 6.08244e+06,1.96604e+06,-2428.73,7516.19
254.0, 6.08001e+06,1.97356e+06,-2438.02,7513.19
255.0, 6.07758e+06,1.98107e+06,-2447.29,7510.18
256.0, 6.07513e+06,1.98858e+06,-2456.57,7507.16
257.0, 6.07267e+06,1.99609e+06,-2465.84,7504.12
258.0, 6.07021e+06,2.00359e+06,-2475.11,7501.08
259.0, 6.06773e+06,2.01109e+06,-2484.37,7498.02
260.0, 6.06525e+06,2.01859e+06,-2493.63,7494.95
261.0, 6.06275e+06,2.02609e+06,-2502.88,7491.87
262.0, 6.06025e+06,2.03358e+06,-2512.14,7488.78
263.0, 6.05774e+06,2.04107e+06,-2521.38,7485.67
264.0, 6.05522e+06,2.04855e+06,-2530.63,7482.56
265.0, 6.05269e+06,2.05604e+06,-2539.87,7479.43
266.0, 6.05015e+06,2.06351e+06,-2549.1,7476.3
267.0, 6.0476e+06,2.07099e+06,-2558.34,7473.15
268.0, 6.04504e+06,2.07846e+06,-2567.57,7469.99
269.0, 6.04247e+06,2.08593e+06,-2576.79,7466.81
270.0, 6.03989e+06,2.0934e+06,-2586.01,7463.63
271.0, 6.03731e+06,2.10086e+06,-2595.23,7460.44
272.0, 6.03471e+06,2.10832e+06,-2604.44,7457.23
273.0, 6.03211e+06,2.11578e+06,-2613.65,7454.01
274.0, 6.02949e+06,2.12324e+06,-2622.85,7450.79
275.0, 6.02687e+06,2.13069e+06,-2632.06,7447.55
276.0, 6.02424e+06,2.13813e+06,-2641.25,7444.29
277.0, 6.0216e+06,2.14558e+06,-2650.44,7441.03
278.0, 6.01895e+06,2.15302e+06,-2659.63,7437.76
279.0, 6.01629e+06,2.16046e+06,-2668.82,7434.47
280.0, 6.01362e+06,2.16789e+06,-2678,7431.18
281.0, 6.01094e+06,2.17532e+06,-2687.17,7427.87
282.0, 6.00825e+06,2.18275e+06,-2696.35,7424.55
283.0, 6.00556e+06,2.19018e+06,-2705.52,7421.22
284.0, 6.00285e+06,2.1976e+06,-2714.68,7417.88
285.0, 6.00014e+06,2.20501e+06,-2723.84,7414.52
286.0, 5.99741e+06,2.21243e+06,-2732.99,7411.16
287.0, 5.99468e+06,2.21984e+06,-2742.15,7407.78
288.0, 5.99194e+06,2.22725e+06,-2751.29,7404.39
289.0, 5.98919e+06,2.23465e+06,-2760.44,7401
290.0, 5.98643e+06,2.24205e+06,-2769.58,7397.59
291.0, 5.98366e+06,2.24945e+06,-2778.71,7394.16
292.0, 5.98088e+06,2.25685e+06,-2787.84,7390.73
293.0, 5.97809e+06,2.26424e+06,-2796.97,7387.29
294.0, 5.97529e+06,2.27162e+06,-2806.09,7383.83
295.0, 5.97249e+06,2.27901e+06,-2815.21,7380.37
296.0, 5.96967e+06,2.28639e+06,-2824.32,7376.89
297.0, 5.96685e+06,2.29376e+06,-2833.43,7373.4
298.0, 5.96401e+06,2.30114e+06,-2842.53,7369.9
299.0, 5.96117e+06,2.30851e+06,-2851.63,7366.39
300.0, 5.95832e+06,2.31587e+06,-2860.73,7362.87
301.0, 5.95546e+06,2.32324e+06,-2869.82,7359.33
302.0, 5.95259e+06,2.3306e+06,-2878.91,7355.79
303.0, 5.94971e+06,2.33795e+06,-2887.99,7352.23
304.0, 5.94682e+06,2.3453e+06,-2897.07,7348.67
305.0, 5.94393e+06,2.35265e+06,-2906.14,7345.09
306.0, 5.94102e+06,2.36e+06,-2915.21,7341.5
307.0, 5.9381e+06,2.36734e+06,-2924.28,7337.9
308.0, 5.93518e+06,2.37468e+06,-2933.34,7334.28
309.0, 5.93225e+06,2.38201e+06,-2942.39,7330.66
310.0, 5.9293e+06,2.38934e+06,-2951.44,7327.03
311.0, 5.92635e+06,2.39667e+06,-2960.49,7323.38
312.0, 5.92339e+06,2.40399e+06,-2969.53,7319.72
313.0, 5.92042e+06,2.41131e+06,-2978.57,7316.06
314.0, 5.91744e+06,2.41863e+06,-2987.61,7312.38
315.0, 5.91446e+06,2.42594e+06,-2996.63,7308.69
316.0, 5.91146e+06,2.43325e+06,-3005.66,7304.98
317.0, 5.90845e+06,2.44055e+06,-3014.68,7301.27
318.0, 5.90544e+06,2.44786e+06,-3023.69,7297.55
319.0, 5.90242e+06,2.45515e+06,-3032.7,7293.81
320.0, 5.89938e+06,2.46245e+06,-3041.71,7290.07
321.0, 5.89634e+06,2.46974e+06,-3050.71,7286.31
322.0, 5.89329e+06,2.47702e+06,-3059.71,7282.54
323.0, 5.89023e+06,2.48431e+06,-3068.7,7278.76
324.0, 5.88716e+06,2.49158e+06,-3077.69,7274.97
325.0, 5.88409e+06,2.49886e+06,-3086.67,7271.17
326.0, 5.881e+06,2.50613e+06,-3095.65,7267.36
327.0, 5.8779e+06,2.5134e+06,-3104.62,7263.53
328.0, 5.8748e+06,2.52066e+06,-3113.59,7259.7
329.0, 5.87168e+06,2.52792e+06,-3122.55,7255.85
330.0, 5.86856e+06,2.53518e+06,-3131.51,7252
331.0, 5.86543e+06,2.54243e+06,-3140.46,7248.13
332.0, 5.86229e+06,2.54968e+06,-3149.41,7244.25
333.0, 5.85914e+06,2.55692e+06,-3158.36,7240.36
334.0, 5.85598e+06,2.56416e+06,-3167.29,7236.46
335.0, 5.85282e+06,2.5714e+06,-3176.23,7232.55
336.0, 5.84964e+06,2.57863e+06,-3185.16,7228.62
337.0, 5.84645e+06,2.58586e+06,-3194.08,7224.69
338.0, 5.84326e+06,2.59308e+06,-3203,7220.74
339.0, 5.84006e+06,2.60031e+06,-3211.92,7216.79
340.0, 5.83684e+06,2.60752e+06,-3220.83,7212.82
341.0, 5.83362e+06,2.61473e+06,-3229.73,7208.84
342.0, 5.83039e+06,2.62194e+06,-3238.63,7204.85
343.0, 5.82716e+06,2.62915e+06,-3247.53,7200.85
344.0, 5.82391e+06,2.63635e+06,-3256.42,7196.84
345.0, 5.82065e+06,2.64355e+06,-3265.31,7192.82
346.0, 5.81739e+06,2.65074e+06,-3274.19,7188.79
347.0, 5.81411e+06,2.65793e+06,-3283.06,7184.74
348.0, 5.81083e+06,2.66511e+06,-3291.93,7180.69
349.0, 5.80754e+06,2.67229e+06,-3300.8,7176.62
350.0, 5.80424e+06,2.67947e+06,-3309.66,7172.54
351.0, 5.80093e+06,2.68664e+06,-3318.51,7168.46
352.0, 5.79761e+06,2.69381e+06,-3327.36,7164.36
353.0, 5.79428e+06,2.70098e+06,-3336.21,7160.25
354.0, 5.79094e+06,2.70814e+06,-3345.05,7156.13
355.0, 5.7876e+06,2.71529e+06,-3353.88,7152
356.0, 5.78425e+06,2.72244e+06,-3362.71,7147.85
357.0, 5.78088e+06,2.72959e+06,-3371.54,7143.7
358.0, 5.77751e+06,2.73674e+06,-3380.35,7139.53
359.0, 5.77413e+06,2.74387e+06,-3389.17,7135.36
360.0, 5.77074e+06,2.75101e+06,-3397.98,7131.17
361.0, 5.76734e+06,2.75814e+06,-3406.78,7126.98
362.0, 5.76394e+06,2.76527e+06,-3415.58,7122.77
363.0, 5.76052e+06,2.77239e+06,-3424.37,7118.55
364.0, 5.7571e+06,2.77951e+06,-3433.16,7114.32
365.0, 5.75366e+06,2.78662e+06,-3441.94,7110.08
366.0, 5.75022e+06,2.79373e+06,-3450.72,7105.83
367.0, 5.74677e+06,2.80084e+06,-3459.49,7101.57
368.0, 5.74331e+06,2.80794e+06,-3468.26,7097.29
369.0, 5.73984e+06,2.81504e+06,-3477.02,7093.01
370.0, 5.73637e+06,2.82213e+06,-3485.78,7088.72
371.0, 5.73288e+06,2.82922e+06,-3494.53,7084.41
372.0, 5.72939e+06,2.8363e+06,-3503.28,7080.1
373.0, 5.72588e+06,2.84338e+06,-3512.02,7075.77
374.0, 5.72237e+06,2.85046e+06,-3520.75,7071.43
375.0, 5.71885e+06,2.85753e+06,-3529.48,7067.08
376.0, 5.71532e+06,2.8646e+06,-3538.21,7062.72
377.0, 5.71178e+06,2.87166e+06,-3546.92,7058.35
378.0, 5.70824e+06,2.87872e+06,-3555.64,7053.97
379.0, 5.70468e+06,2.88577e+06,-3564.35,7049.58
380.0, 5.70112e+06,2.89282e+06,-3573.05,7045.18
381.0, 5.69754e+06,2.89987e+06,-3581.75,7040.77
382.0, 5.69396e+06,2.90691e+06,-3590.44,7036.34
383.0, 5.69037e+06,2.91395e+06,-3599.12,7031.91
384.0, 5.68677e+06,2.92098e+06,-3607.8,7027.46
385.0, 5.68316e+06,2.92801e+06,-3616.48,7023.01
386.0, 5.67955e+06,2.93503e+06,-3625.15,7018.54
387.0, 5.67592e+06,2.94205e+06,-3633.81,7014.06
388.0, 5.67229e+06,2.94906e+06,-3642.47,7009.57
389.0, 5.66865e+06,2.95607e+06,-3651.12,7005.08
390.0, 5.66499e+06,2.96308e+06,-3659.77,7000.57
391.0, 5.66133e+06,2.97008e+06,-3668.41,6996.05
392.0, 5.65767e+06,2.97707e+06,-3677.05,6991.52
393.0, 5.65399e+06,2.98406e+06,-3685.68,6986.97
394.0, 5.6503e+06,2.99105e+06,-3694.3,6982.42
395.0, 5.64661e+06,2.99803e+06,-3702.92,6977.86
396.0, 5.64291e+06,3.00501e+06,-3711.54,6973.29
397.0, 5.63919e+06,3.01198e+06,-3720.14,6968.7
398.0, 5.63547e+06,3.01895e+06,-3728.75,6964.11
399.0, 5.63175e+06,3.02592e+06,-3737.34,6959.5
400.0, 5.62801e+06,3.03288e+06,-3745.93,6954.89
401.0, 5.62426e+06,3.03983e+06,-3754.52,6950.26
402.0, 5.62051e+06,3.04678e+06,-3763.1,6945.62
403.0, 5.61675e+06,3.05373e+06,-3771.67,6940.98
404.0, 5.61297e+06,3.06067e+06,-3780.24,6936.32
405.0, 5.60919e+06,3.0676e+06,-3788.8,6931.65
406.0, 5.6054e+06,3.07454e+06,-3797.36,6926.97
407.0, 5.60161e+06,3.08146e+06,-3805.91,6922.28
408.0, 5.5978e+06,3.08839e+06,-3814.45,6917.58
409.0, 5.59399e+06,3.0953e+06,-3822.99,6912.87
410.0, 5.59016e+06,3.10222e+06,-3831.52,6908.15
411.0, 5.58633e+06,3.10912e+06,-3840.05,6903.42
412.0, 5.58249e+06,3.11603e+06,-3848.57,6898.67
413.0, 5.57864e+06,3.12293e+06,-3857.09,6893.92
414.0, 5.57479e+06,3.12982e+06,-3865.6,6889.16
415.0, 5.57092e+06,3.13671e+06,-3874.1,6884.38
416.0, 5.56705e+06,3.14359e+06,-3882.6,6879.6
417.0, 5.56316e+06,3.15047e+06,-3891.09,6874.8
418.0, 5.55927e+06,3.15735e+06,-3899.57,6870
419.0, 5.55537e+06,3.16422e+06,-3908.05,6865.18
420.0, 5.55147e+06,3.17108e+06,-3916.53,6860.35
421.0, 5.54755e+06,3.17794e+06,-3925,6855.52
422.0, 5.54362e+06,3.1848e+06,-3933.46,6850.67
423.0, 5.53969e+06,3.19165e+06,-3941.91,6845.81
424.0, 5.53575e+06,3.1985e+06,-3950.36,6840.94
425.0, 5.5318e+06,3.20534e+06,-3958.81,6836.07
426.0, 5.52784e+06,3.21217e+06,-3967.24,6831.18
427.0, 5.52387e+06,3.219e+06,-3975.68,6826.28
428.0, 5.5199e+06,3.22583e+06,-3984.1,6821.37
429.0, 5.51591e+06,3.23265e+06,-3992.52,6816.45
430.0, 5.51192e+06,3.23947e+06,-4000.93,6811.52
431.0, 5.50792e+06,3.24628e+06,-4009.34,6806.58
432.0, 5.50391e+06,3.25309e+06,-4017.74,6801.62
433.0, 5.49989e+06,3.25989e+06,-4026.14,6796.66
434.0, 5.49587e+06,3.26668e+06,-4034.53,6791.69
435.0, 5.49183e+06,3.27348e+06,-4042.91,6786.71
436.0, 5.48779e+06,3.28026e+06,-4051.28,6781.71
437.0, 5.48374e+06,3.28704e+06,-4059.65,6776.71
438.0, 5.47968e+06,3.29382e+06,-4068.02,6771.7
439.0, 5.47561e+06,3.30059e+06,-4076.38,6766.67
440.0, 5.47153e+06,3.30736e+06,-4084.73,6761.64
441.0, 5.46745e+06,3.31412e+06,-4093.07,6756.6
442.0, 5.46336e+06,3.32088e+06,-4101.41,6751.54
443.0, 5.45925e+06,3.32763e+06,-4109.74,6746.48
444.0, 5.45514e+06,3.33438e+06,-4118.07,6741.4
445.0, 5.45103e+06,3.34112e+06,-4126.39,6736.32
446.0, 5.4469e+06,3.34785e+06,-4134.7,6731.22
447.0, 5.44276e+06,3.35458e+06,-4143.01,6726.11
448.0, 5.43862e+06,3.36131e+06,-4151.31,6721
449.0, 5.43447e+06,3.36803e+06,-4159.61,6715.87
450.0, 5.43031e+06,3.37475e+06,-4167.9,6710.73
451.0, 5.42614e+06,3.38146e+06,-4176.18,6705.59
452.0, 5.42197e+06,3.38816e+06,-4184.45,6700.43
453.0, 5.41778e+06,3.39486e+06,-4192.72,6695.26
454.0, 5.41359e+06,3.40156e+06,-4200.99,6690.08
455.0, 5.40939e+06,3.40825e+06,-4209.24,6684.9
456.0, 5.40518e+06,3.41493e+06,-4217.49,6679.7
457.0, 5.40096e+06,3.42161e+06,-4225.74,6674.49
458.0, 5.39674e+06,3.42829e+06,-4233.97,6669.27
459.0, 5.3925e+06,3.43496e+06,-4242.2,6664.04
